config,trait,target,measured
configs/e1/e1_agreeableness_high.yaml,openness,0.518859533164009,3.65
configs/e1/e1_agreeableness_high.yaml,conscientiousness,0.48018427050630474,3.6666666666666665
configs/e1/e1_agreeableness_high.yaml,extraversion,0.5960633975664923,4.666666666666667
configs/e1/e1_agreeableness_high.yaml,agreeableness,0.815735017572956,4.541666666666667
configs/e1/e1_agreeableness_high.yaml,neuroticism,0.41964959402583335,1.9583333333333333
configs/e1/e1_agreeableness_high.yaml,openness,0.5542392582364227,3.4210526315789473
configs/e1/e1_agreeableness_high.yaml,conscientiousness,0.6956000067695206,4.625
configs/e1/e1_agreeableness_high.yaml,extraversion,0.6420621444693864,4.666666666666667
configs/e1/e1_agreeableness_high.yaml,agreeableness,0.6944397146289512,4.291666666666667
configs/e1/e1_agreeableness_high.yaml,neuroticism,0.31018677934309213,1.0833333333333333
configs/e1/e1_agreeableness_high.yaml,openness,0.4065088306193972,1.9583333333333333
configs/e1/e1_agreeableness_high.yaml,conscientiousness,0.5061988969020865,3.2916666666666665
configs/e1/e1_agreeableness_high.yaml,extraversion,0.15124538380417485,1.125
configs/e1/e1_agreeableness_high.yaml,agreeableness,0.7671812504101182,4.416666666666667
configs/e1/e1_agreeableness_high.yaml,neuroticism,0.3131133579120402,1.9583333333333333
configs/e1/e1_agreeableness_low.yaml,openness,0.39015989679448226,1.875
configs/e1/e1_agreeableness_low.yaml,conscientiousness,0.4183611525714035,1.75
configs/e1/e1_agreeableness_low.yaml,extraversion,0.45255497654462684,2.8333333333333335
configs/e1/e1_agreeableness_low.yaml,agreeableness,0.2617445804561199,1.5
configs/e1/e1_agreeableness_low.yaml,neuroticism,0.6563770054164016,4.208333333333333
configs/e1/e1_agreeableness_low.yaml,openness,0.48071980055839486,2.5
configs/e1/e1_agreeableness_low.yaml,conscientiousness,0.7049695205824529,4.458333333333333
configs/e1/e1_agreeableness_low.yaml,extraversion,0.40022079897700796,1.6666666666666667
configs/e1/e1_agreeableness_low.yaml,agreeableness,0.25272651051395295,1.625
configs/e1/e1_agreeableness_low.yaml,neuroticism,0.6355205272477713,3.9166666666666665
configs/e1/e1_agreeableness_low.yaml,openness,0.5141018446641312,2.5
configs/e1/e1_agreeableness_low.yaml,conscientiousness,0.38847511259692874,1.4166666666666667
configs/e1/e1_agreeableness_low.yaml,extraversion,0.36174119356123713,1.9583333333333333
configs/e1/e1_agreeableness_low.yaml,agreeableness,0.13134112614989912,1.1666666666666667
configs/e1/e1_agreeableness_low.yaml,neuroticism,0.5330292685205074,3.0416666666666665
configs/e1/e1_conscientiousness_high.yaml,openness,0.34855727246918966,2.375
configs/e1/e1_conscientiousness_high.yaml,conscientiousness,0.7686236637692431,4.458333333333333
configs/e1/e1_conscientiousness_high.yaml,extraversion,0.47611624851282836,2.8333333333333335
configs/e1/e1_conscientiousness_high.yaml,agreeableness,0.5811268377028711,3.9166666666666665
configs/e1/e1_conscientiousness_high.yaml,neuroticism,0.5321988683759511,2.9583333333333335
configs/e1/e1_conscientiousness_high.yaml,openness,0.5533059063559882,3.227272727272727
configs/e1/e1_conscientiousness_high.yaml,conscientiousness,0.7019257085872491,4.416666666666667
configs/e1/e1_conscientiousness_high.yaml,extraversion,0.48055795494608455,2.652173913043478
configs/e1/e1_conscientiousness_high.yaml,agreeableness,0.6175963205091994,3.9130434782608696
configs/e1/e1_conscientiousness_high.yaml,neuroticism,0.7240146717831141,4.304347826086956
configs/e1/e1_conscientiousness_high.yaml,openness,0.5536070615988434,3.217391304347826
configs/e1/e1_conscientiousness_high.yaml,conscientiousness,0.6187522051576744,4.208333333333333
configs/e1/e1_conscientiousness_high.yaml,extraversion,0.49933188003198753,3.0
configs/e1/e1_conscientiousness_high.yaml,agreeableness,0.5984712402614504,4.166666666666667
configs/e1/e1_conscientiousness_high.yaml,neuroticism,0.30674578043756684,1.434782608695652
configs/e1/e1_conscientiousness_low.yaml,openness,0.5592683090273012,3.0
configs/e1/e1_conscientiousness_low.yaml,conscientiousness,0.2644795542233345,1.4166666666666667
configs/e1/e1_conscientiousness_low.yaml,extraversion,0.6044064085944303,4.791666666666667
configs/e1/e1_conscientiousness_low.yaml,agreeableness,0.3223823049864216,1.9166666666666667
configs/e1/e1_conscientiousness_low.yaml,neuroticism,0.40074461419414475,2.1666666666666665
configs/e1/e1_conscientiousness_low.yaml,openness,0.4345347129285168,1.8333333333333333
configs/e1/e1_conscientiousness_low.yaml,conscientiousness,0.024529713834070405,1.375
configs/e1/e1_conscientiousness_low.yaml,extraversion,0.76090518156952,4.958333333333333
configs/e1/e1_conscientiousness_low.yaml,agreeableness,0.4256133907336772,1.625
configs/e1/e1_conscientiousness_low.yaml,neuroticism,0.5493454444190303,3.4166666666666665
configs/e1/e1_conscientiousness_low.yaml,openness,0.4612141181789114,3.7777777777777777
configs/e1/e1_conscientiousness_low.yaml,conscientiousness,0.4375209318203183,3.857142857142857
configs/e1/e1_conscientiousness_low.yaml,extraversion,0.6980541480622758,4.913043478260869
configs/e1/e1_conscientiousness_low.yaml,agreeableness,0.5950028934237372,4.166666666666667
configs/e1/e1_conscientiousness_low.yaml,neuroticism,0.1694735179030024,1.125
configs/e1/e1_extraversion_high.yaml,openness,0.507804346138983,3.0833333333333335
configs/e1/e1_extraversion_high.yaml,conscientiousness,0.6025529286164801,4.458333333333333
configs/e1/e1_extraversion_high.yaml,extraversion,0.9505942363763255,4.958333333333333
configs/e1/e1_extraversion_high.yaml,agreeableness,0.4073139432938599,1.4583333333333333
configs/e1/e1_extraversion_high.yaml,neuroticism,0.7733017044992485,4.695652173913044
configs/e1/e1_extraversion_high.yaml,openness,0.301935354498006,1.75
configs/e1/e1_extraversion_high.yaml,conscientiousness,0.40077079672771715,1.4583333333333333
configs/e1/e1_extraversion_high.yaml,extraversion,0.9402574982171034,5.0
configs/e1/e1_extraversion_high.yaml,agreeableness,0.5073581920737967,2.875
configs/e1/e1_extraversion_high.yaml,neuroticism,0.8003588875467882,4.208333333333333
configs/e1/e1_extraversion_high.yaml,openness,0.5282778788768698,3.3333333333333335
configs/e1/e1_extraversion_high.yaml,conscientiousness,0.40502088647116596,1.5416666666666667
configs/e1/e1_extraversion_high.yaml,extraversion,0.7433654742150788,4.916666666666667
configs/e1/e1_extraversion_high.yaml,agreeableness,0.3363280823571207,1.9166666666666667
configs/e1/e1_extraversion_high.yaml,neuroticism,0.30834797504200884,1.5
configs/e1/e1_extraversion_low.yaml,openness,0.5945617236152347,4.041666666666667
configs/e1/e1_extraversion_low.yaml,conscientiousness,0.5871748718619209,4.041666666666667
configs/e1/e1_extraversion_low.yaml,extraversion,0.3941838229161676,1.5416666666666667
configs/e1/e1_extraversion_low.yaml,agreeableness,0.38680913131101036,1.875
configs/e1/e1_extraversion_low.yaml,neuroticism,0.7533661178665509,4.416666666666667
configs/e1/e1_extraversion_low.yaml,openness,0.4568918438287001,2.6666666666666665
configs/e1/e1_extraversion_low.yaml,conscientiousness,0.7361612418266881,4.458333333333333
configs/e1/e1_extraversion_low.yaml,extraversion,0.13508212292261051,1.2083333333333333
configs/e1/e1_extraversion_low.yaml,agreeableness,0.38967750614865876,2.2916666666666665
configs/e1/e1_extraversion_low.yaml,neuroticism,0.5374678057338,2.9583333333333335
configs/e1/e1_extraversion_low.yaml,openness,0.6547179627304208,3.8333333333333335
configs/e1/e1_extraversion_low.yaml,conscientiousness,0.5241514365073017,2.3333333333333335
configs/e1/e1_extraversion_low.yaml,extraversion,0.11217067638149952,1.0833333333333333
configs/e1/e1_extraversion_low.yaml,agreeableness,0.29881704288849964,1.3333333333333333
configs/e1/e1_extraversion_low.yaml,neuroticism,0.2897719677623858,2.0416666666666665
configs/e1/e1_neuroticism_high.yaml,openness,0.5754024274812298,4.125
configs/e1/e1_neuroticism_high.yaml,conscientiousness,0.6484569549928707,4.125
configs/e1/e1_neuroticism_high.yaml,extraversion,0.4753558111062064,2.6666666666666665
configs/e1/e1_neuroticism_high.yaml,agreeableness,0.3388452712657348,1.75
configs/e1/e1_neuroticism_high.yaml,neuroticism,0.930956322893256,4.583333333333333
configs/e1/e1_neuroticism_high.yaml,openness,0.30794090829281406,1.5416666666666667
configs/e1/e1_neuroticism_high.yaml,conscientiousness,0.3930397857411092,1.375
configs/e1/e1_neuroticism_high.yaml,extraversion,0.5931526780310148,4.833333333333333
configs/e1/e1_neuroticism_high.yaml,agreeableness,0.16247882396381125,1.0
configs/e1/e1_neuroticism_high.yaml,neuroticism,0.8579554396349459,4.583333333333333
configs/e1/e1_neuroticism_high.yaml,openness,0.41275387453857454,2.0
